Order_ID,Date,City,Store,Product,Category,Quantity,Unit_Price,Sales,Payment_Mode
CCD1295,2025-04-23,Hyderabad,CCD MG Road,Mocha,Coffee,1,219,219,Cash
CCD1296,2025-08-24,Chennai,CCD Beach Road,Cold Coffee,Beverage,4,215,860,Card
CCD1297,2025-10-10,Visakhapatnam,CCD MG Road,Latte,Coffee,3,186,558,UPI
CCD1298,2025-12-07,Chennai,CCD MG Road,Brownie,Dessert,1,177,177,Card
CCD1299,2025-06-16,Delhi,CCD Beach Road,Mocha,Coffee,5,220,1100,Cash
CCD1300,2025-06-12,Chennai,CCD MG Road,Espresso,Coffee,1,164,164,Cash
CCD1301,2025-02-09,Chennai,CCD MG Road,Latte,Coffee,2,207,414,Card
CCD1302,2025-09-10,Bengaluru,CCD Airport,Mocha,Coffee,4,220,880,UPI
CCD1303,2025-12-09,Delhi,CCD Mall,Latte,Coffee,4,215,860,Wallet
CCD1304,2025-12-12,Chennai,CCD Beach Road,Latte,Coffee,2,211,422,Wallet
CCD1305,2025-07-23,Delhi,CCD Beach Road,Cold Coffee,Beverage,5,237,1185,Wallet
CCD1306,2025-09-21,Hyderabad,CCD Beach Road,Mocha,Coffee,4,221,884,UPI
CCD1307,2025-06-16,Bengaluru,CCD Beach Road,Brownie,Dessert,5,175,875,Card
CCD1308,2025-02-27,Visakhapatnam,CCD Mall,Espresso,Coffee,1,132,132,Card
CCD1309,2025-12-10,Visakhapatnam,CCD Mall,Espresso,Coffee,5,144,720,UPI
CCD1310,2025-06-05,Hyderabad,CCD IT Park,Brownie,Dessert,5,155,775,Cash
CCD1311,2025-08-27,Delhi,CCD IT Park,Fries,Food,1,186,186,Wallet
CCD1312,2025-02-06,Chennai,CCD IT Park,Cold Coffee,Beverage,2,228,456,UPI
CCD1313,2025-08-24,Chennai,CCD MG Road,Tea,Beverage,4,134,536,Cash
CCD1314,2025-09-04,Chennai,CCD IT Park,Cold Coffee,Beverage,5,201,1005,Cash
CCD1315,2025-03-16,Chennai,CCD IT Park,Latte,Coffee,5,215,1075,Cash
CCD1316,2025-01-20,Visakhapatnam,CCD MG Road,Sandwich,Food,3,232,696,UPI
CCD1317,2025-08-14,Visakhapatnam,CCD IT Park,Cappuccino,Coffee,3,184,552,Cash
CCD1318,2025-09-27,Chennai,CCD MG Road,Sandwich,Food,5,246,1230,UPI
CCD1319,2025-09-17,Mumbai,CCD Mall,Fries,Food,1,162,162,Wallet
CCD1320,2025-04-28,Delhi,CCD Beach Road,Mocha,Coffee,5,195,975,Cash
CCD1321,2025-11-14,Hyderabad,CCD Beach Road,Latte,Coffee,3,198,594,Wallet
CCD1322,2025-07-06,Visakhapatnam,CCD Beach Road,Sandwich,Food,2,262,524,Card
CCD1323,2025-12-06,Visakhapatnam,CCD Beach Road,Latte,Coffee,2,198,396,Cash
CCD1324,2025-11-03,Mumbai,CCD IT Park,Espresso,Coffee,3,168,504,Wallet
CCD1325,2025-11-02,Bengaluru,CCD IT Park,Muffin,Dessert,2,144,288,Wallet
CCD1326,2025-02-17,Hyderabad,CCD Beach Road,Brownie,Dessert,5,149,745,Wallet
CCD1327,2025-07-12,Mumbai,CCD Beach Road,Fries,Food,2,172,344,Card
CCD1328,2025-07-01,Delhi,CCD Beach Road,Fries,Food,2,156,312,Card
CCD1329,2025-02-20,Chennai,CCD IT Park,Espresso,Coffee,3,143,429,Cash
CCD1330,2025-09-20,Chennai,CCD IT Park,Fries,Food,5,157,785,UPI
CCD1331,2025-02-08,Hyderabad,CCD Airport,Brownie,Dessert,5,147,735,Card
CCD1332,2025-03-17,Visakhapatnam,CCD IT Park,Mocha,Coffee,5,206,1030,Cash
CCD1333,2025-02-03,Delhi,CCD Beach Road,Brownie,Dessert,2,144,288,Card
CCD1334,2025-09-20,Pune,CCD Mall,Fries,Food,3,156,468,Wallet
CCD1335,2025-01-05,Visakhapatnam,CCD Beach Road,Fries,Food,2,176,352,Card
CCD1336,2025-01-18,Visakhapatnam,CCD MG Road,Muffin,Dessert,4,149,596,Wallet
CCD1337,2025-10-21,Delhi,CCD Mall,Brownie,Dessert,3,174,522,UPI
CCD1338,2025-07-04,Chennai,CCD Airport,Brownie,Dessert,2,161,322,Cash
CCD1339,2025-03-05,Hyderabad,CCD IT Park,Cappuccino,Coffee,2,187,374,Wallet
CCD1340,2025-08-14,Pune,CCD Mall,Tea,Beverage,4,105,420,Cash
CCD1341,2025-11-28,Bengaluru,CCD MG Road,Tea,Beverage,1,137,137,Cash
CCD1342,2025-10-09,Chennai,CCD IT Park,Mocha,Coffee,4,202,808,Cash
CCD1343,2025-05-13,Chennai,CCD MG Road,Latte,Coffee,5,183,915,UPI
CCD1344,2025-01-23,Pune,CCD Airport,Mocha,Coffee,4,220,880,UPI
CCD1345,2025-12-21,Mumbai,CCD MG Road,Cappuccino,Coffee,5,166,830,UPI
CCD1346,2025-11-08,Pune,CCD MG Road,Brownie,Dessert,5,141,705,UPI
CCD1347,2025-01-13,Delhi,CCD IT Park,Tea,Beverage,2,134,268,UPI
CCD1348,2025-02-07,Hyderabad,CCD IT Park,Latte,Coffee,3,203,609,Cash
CCD1349,2025-07-14,Delhi,CCD IT Park,Cappuccino,Coffee,4,190,760,Wallet
CCD1350,2025-04-12,Chennai,CCD MG Road,Sandwich,Food,5,244,1220,Cash
CCD1351,2025-01-17,Delhi,CCD MG Road,Sandwich,Food,2,256,512,Wallet
CCD1352,2025-12-08,Bengaluru,CCD Beach Road,Mocha,Coffee,4,196,784,Wallet
CCD1353,2025-04-11,Mumbai,CCD Airport,Espresso,Coffee,1,161,161,UPI
CCD1354,2025-08-03,Chennai,CCD Beach Road,Muffin,Dessert,4,125,500,UPI
CCD1355,2025-01-08,Chennai,CCD MG Road,Latte,Coffee,5,207,1035,Card
CCD1356,2025-06-02,Chennai,CCD Beach Road,Tea,Beverage,1,128,128,Cash
CCD1357,2025-01-07,Hyderabad,CCD Airport,Sandwich,Food,2,237,474,Cash
CCD1358,2025-01-22,Mumbai,CCD Beach Road,Mocha,Coffee,3,207,621,Card
CCD1359,2025-07-23,Pune,CCD Mall,Mocha,Coffee,3,206,618,UPI
CCD1360,2025-04-09,Mumbai,CCD MG Road,Espresso,Coffee,5,139,695,Card
CCD1361,2025-03-29,Pune,CCD Mall,Espresso,Coffee,5,156,780,Wallet
CCD1362,2025-02-25,Visakhapatnam,CCD Mall,Mocha,Coffee,1,225,225,UPI
CCD1363,2025-12-30,Hyderabad,CCD Beach Road,Cappuccino,Coffee,4,195,780,Wallet
CCD1364,2025-01-30,Pune,CCD Mall,Tea,Beverage,5,134,670,Card
CCD1365,2025-03-19,Hyderabad,CCD MG Road,Muffin,Dessert,2,140,280,Wallet
CCD1366,2025-02-07,Bengaluru,CCD IT Park,Cold Coffee,Beverage,2,225,450,Cash
CCD1367,2025-04-13,Hyderabad,CCD IT Park,Latte,Coffee,2,197,394,Card
CCD1368,2025-10-30,Hyderabad,CCD MG Road,Mocha,Coffee,5,196,980,Wallet
CCD1369,2025-01-18,Delhi,CCD Mall,Latte,Coffee,4,199,796,Wallet
CCD1370,2025-08-01,Pune,CCD MG Road,Brownie,Dessert,4,179,716,Card
CCD1371,2025-03-31,Bengaluru,CCD Airport,Latte,Coffee,4,197,788,UPI
CCD1372,2025-06-10,Bengaluru,CCD Mall,Fries,Food,5,160,800,Wallet
CCD1373,2025-09-30,Mumbai,CCD Airport,Sandwich,Food,1,241,241,Card
CCD1374,2025-03-30,Hyderabad,CCD MG Road,Brownie,Dessert,1,142,142,Wallet
CCD1375,2025-07-12,Mumbai,CCD IT Park,Tea,Beverage,4,101,404,Cash
CCD1376,2025-10-03,Bengaluru,CCD MG Road,Espresso,Coffee,1,154,154,UPI
CCD1377,2025-03-08,Delhi,CCD Airport,Espresso,Coffee,3,151,453,Card
CCD1378,2025-09-22,Bengaluru,CCD MG Road,Brownie,Dessert,1,180,180,UPI
CCD1379,2025-10-16,Hyderabad,CCD IT Park,Mocha,Coffee,2,228,456,UPI
CCD1380,2025-10-08,Pune,CCD MG Road,Cold Coffee,Beverage,2,232,464,UPI
CCD1381,2025-07-16,Hyderabad,CCD IT Park,Tea,Beverage,2,111,222,Wallet
CCD1382,2025-01-30,Hyderabad,CCD MG Road,Muffin,Dessert,1,147,147,Wallet
CCD1383,2025-08-11,Visakhapatnam,CCD Airport,Latte,Coffee,1,191,191,Wallet
CCD1384,2025-06-18,Bengaluru,CCD Airport,Cappuccino,Coffee,3,178,534,Card
CCD1385,2025-10-10,Bengaluru,CCD IT Park,Tea,Beverage,1,110,110,Card
CCD1386,2025-01-20,Delhi,CCD Airport,Sandwich,Food,5,266,1330,Card
CCD1387,2025-03-12,Delhi,CCD MG Road,Cappuccino,Coffee,1,185,185,Card
CCD1388,2025-06-12,Visakhapatnam,CCD Beach Road,Sandwich,Food,3,231,693,Card
CCD1389,2025-09-15,Chennai,CCD MG Road,Cold Coffee,Beverage,5,220,1100,Wallet
CCD1390,2025-04-26,Chennai,CCD Airport,Sandwich,Food,4,243,972,Cash
CCD1391,2025-12-03,Hyderabad,CCD IT Park,Mocha,Coffee,1,212,212,UPI
CCD1392,2025-10-24,Delhi,CCD Mall,Espresso,Coffee,3,151,453,Wallet
CCD1393,2025-08-25,Mumbai,CCD MG Road,Latte,Coffee,1,180,180,Card
CCD1394,2025-04-21,Visakhapatnam,CCD IT Park,Brownie,Dessert,2,146,292,UPI
CCD1395,2025-11-14,Delhi,CCD Beach Road,Cold Coffee,Beverage,2,202,404,Wallet
CCD1396,2025-10-31,Pune,CCD Beach Road,Cappuccino,Coffee,2,194,388,Wallet
CCD1397,2025-02-22,Delhi,CCD IT Park,Mocha,Coffee,1,194,194,Card
CCD1398,2025-11-09,Bengaluru,CCD IT Park,Mocha,Coffee,2,207,414,Wallet
CCD1399,2025-10-26,Bengaluru,CCD Airport,Latte,Coffee,2,215,430,Wallet
CCD1400,2025-06-19,Chennai,CCD IT Park,Sandwich,Food,5,268,1340,Wallet
CCD1401,2025-02-21,Pune,CCD Airport,Brownie,Dessert,4,172,688,Card
CCD1402,2025-10-25,Chennai,CCD MG Road,Fries,Food,2,180,360,Wallet
CCD1403,2025-04-24,Delhi,CCD Mall,Brownie,Dessert,4,142,568,Card
CCD1404,2025-06-01,Mumbai,CCD Beach Road,Espresso,Coffee,3,163,489,Cash
CCD1405,2025-09-03,Pune,CCD Beach Road,Muffin,Dessert,3,140,420,Card
CCD1406,2025-04-16,Hyderabad,CCD MG Road,Mocha,Coffee,3,197,591,Wallet
CCD1407,2025-07-09,Delhi,CCD Beach Road,Fries,Food,2,187,374,UPI
CCD1408,2025-06-07,Hyderabad,CCD Mall,Mocha,Coffee,1,191,191,UPI
CCD1409,2025-09-20,Chennai,CCD Beach Road,Latte,Coffee,3,200,600,Cash
CCD1410,2025-12-11,Pune,CCD Mall,Cold Coffee,Beverage,5,201,1005,Card
CCD1411,2025-08-04,Bengaluru,CCD Airport,Tea,Beverage,3,104,312,Wallet
CCD1412,2025-05-07,Hyderabad,CCD Airport,Fries,Food,1,164,164,Card
CCD1413,2025-04-12,Chennai,CCD Mall,Cold Coffee,Beverage,1,236,236,Card
CCD1414,2025-03-03,Hyderabad,CCD Airport,Fries,Food,3,169,507,UPI
CCD1415,2025-07-29,Pune,CCD IT Park,Cappuccino,Coffee,2,179,358,UPI
CCD1416,2025-08-27,Chennai,CCD IT Park,Fries,Food,3,160,480,Wallet
CCD1417,2025-05-06,Delhi,CCD Beach Road,Sandwich,Food,3,235,705,UPI
CCD1418,2025-04-18,Visakhapatnam,CCD Mall,Muffin,Dessert,5,131,655,Card
CCD1419,2025-02-11,Delhi,CCD IT Park,Brownie,Dessert,2,164,328,UPI
CCD1420,2025-11-17,Chennai,CCD Mall,Fries,Food,5,175,875,UPI
CCD1421,2025-10-28,Bengaluru,CCD Airport,Sandwich,Food,4,252,1008,Card
CCD1422,2025-02-17,Visakhapatnam,CCD Mall,Tea,Beverage,2,100,200,Card
CCD1423,2025-04-20,Visakhapatnam,CCD IT Park,Espresso,Coffee,1,133,133,Wallet
CCD1424,2025-02-17,Visakhapatnam,CCD Beach Road,Cold Coffee,Beverage,2,236,472,Card
CCD1425,2025-08-02,Hyderabad,CCD Beach Road,Sandwich,Food,3,259,777,Cash
CCD1426,2025-06-01,Delhi,CCD Airport,Mocha,Coffee,1,193,193,Wallet
CCD1427,2025-11-19,Bengaluru,CCD IT Park,Fries,Food,2,174,348,Card
CCD1428,2025-12-17,Delhi,CCD IT Park,Cappuccino,Coffee,1,161,161,Wallet
CCD1429,2025-05-21,Hyderabad,CCD Mall,Brownie,Dessert,3,143,429,Cash
CCD1430,2025-03-29,Visakhapatnam,CCD MG Road,Sandwich,Food,3,233,699,Wallet
CCD1431,2025-01-09,Delhi,CCD Mall,Cold Coffee,Beverage,5,215,1075,Cash
CCD1432,2025-02-15,Visakhapatnam,CCD Mall,Latte,Coffee,3,204,612,Cash
CCD1433,2025-05-06,Pune,CCD Mall,Cappuccino,Coffee,1,190,190,UPI
CCD1434,2025-05-17,Mumbai,CCD Beach Road,Espresso,Coffee,1,134,134,Cash
CCD1435,2025-08-24,Chennai,CCD Mall,Fries,Food,4,151,604,Card
CCD1436,2025-09-03,Pune,CCD Mall,Brownie,Dessert,1,168,168,UPI
CCD1437,2025-10-17,Pune,CCD MG Road,Cold Coffee,Beverage,4,228,912,UPI
CCD1438,2025-10-22,Mumbai,CCD IT Park,Latte,Coffee,5,198,990,Cash
CCD1439,2025-07-21,Hyderabad,CCD IT Park,Fries,Food,2,190,380,UPI
CCD1440,2025-02-27,Hyderabad,CCD IT Park,Cappuccino,Coffee,3,197,591,Wallet
CCD1441,2025-03-28,Visakhapatnam,CCD IT Park,Cold Coffee,Beverage,3,214,642,Cash
CCD1442,2025-07-11,Bengaluru,CCD IT Park,Latte,Coffee,4,186,744,Card
CCD1443,2025-12-07,Delhi,CCD Airport,Cappuccino,Coffee,3,191,573,Card
CCD1444,2025-12-30,Visakhapatnam,CCD Beach Road,Cold Coffee,Beverage,5,232,1160,Card
CCD1445,2025-07-13,Visakhapatnam,CCD MG Road,Brownie,Dessert,4,140,560,Wallet
CCD1446,2025-09-12,Delhi,CCD Beach Road,Tea,Beverage,5,140,700,UPI
CCD1447,2025-10-27,Pune,CCD Beach Road,Tea,Beverage,5,103,515,Wallet
CCD1448,2025-09-06,Hyderabad,CCD Mall,Cappuccino,Coffee,2,197,394,Card
CCD1449,2025-06-02,Pune,CCD Beach Road,Cappuccino,Coffee,5,190,950,Wallet
CCD1450,2025-06-14,Pune,CCD MG Road,Cold Coffee,Beverage,3,237,711,UPI
CCD1451,2025-02-27,Bengaluru,CCD MG Road,Espresso,Coffee,1,138,138,Card
CCD1452,2025-06-12,Mumbai,CCD MG Road,Latte,Coffee,4,213,852,Wallet
CCD1453,2025-09-25,Delhi,CCD Airport,Sandwich,Food,1,249,249,Cash
CCD1454,2025-10-17,Delhi,CCD Airport,Espresso,Coffee,1,140,140,UPI
CCD1455,2025-10-26,Chennai,CCD Airport,Espresso,Coffee,4,160,640,Cash
CCD1456,2025-01-12,Mumbai,CCD Mall,Tea,Beverage,1,121,121,Card
CCD1457,2025-06-16,Chennai,CCD MG Road,Fries,Food,4,189,756,Cash
CCD1458,2025-02-06,Mumbai,CCD Beach Road,Cold Coffee,Beverage,5,233,1165,Cash
CCD1459,2025-08-06,Pune,CCD MG Road,Sandwich,Food,3,243,729,Wallet
CCD1460,2025-12-08,Pune,CCD MG Road,Tea,Beverage,1,136,136,UPI
CCD1461,2025-12-04,Chennai,CCD Mall,Cold Coffee,Beverage,4,204,816,UPI
CCD1462,2025-10-14,Mumbai,CCD IT Park,Muffin,Dessert,3,139,417,Wallet
CCD1463,2025-12-12,Bengaluru,CCD Beach Road,Muffin,Dessert,1,144,144,Card
CCD1464,2025-09-08,Pune,CCD Beach Road,Sandwich,Food,3,246,738,UPI
CCD1465,2025-05-31,Hyderabad,CCD IT Park,Muffin,Dessert,4,126,504,UPI
CCD1466,2025-03-03,Pune,CCD Mall,Tea,Beverage,4,113,452,Card
CCD1467,2025-08-02,Mumbai,CCD Mall,Muffin,Dessert,1,151,151,Card
CCD1468,2025-03-29,Mumbai,CCD Mall,Latte,Coffee,1,206,206,Wallet
CCD1469,2025-04-07,Mumbai,CCD Mall,Latte,Coffee,3,199,597,Wallet
CCD1470,2025-04-04,Chennai,CCD MG Road,Cold Coffee,Beverage,2,212,424,Cash
CCD1471,2025-09-04,Bengaluru,CCD Beach Road,Tea,Beverage,4,121,484,Card
CCD1472,2025-08-06,Mumbai,CCD Mall,Muffin,Dessert,4,136,544,UPI
CCD1473,2025-05-14,Mumbai,CCD Beach Road,Cappuccino,Coffee,5,190,950,UPI
CCD1474,2025-11-20,Visakhapatnam,CCD IT Park,Brownie,Dessert,3,165,495,Wallet
CCD1475,2025-09-15,Delhi,CCD IT Park,Latte,Coffee,1,209,209,Wallet
CCD1476,2025-12-03,Bengaluru,CCD Airport,Fries,Food,3,162,486,Cash
CCD1477,2025-03-17,Hyderabad,CCD MG Road,Brownie,Dessert,4,147,588,Cash
CCD1478,2025-01-26,Mumbai,CCD Mall,Muffin,Dessert,1,129,129,Cash
CCD1479,2025-07-28,Chennai,CCD Airport,Cappuccino,Coffee,1,172,172,Card
CCD1480,2025-08-01,Bengaluru,CCD Mall,Tea,Beverage,4,100,400,Cash
CCD1481,2025-09-26,Hyderabad,CCD MG Road,Mocha,Coffee,5,220,1100,Wallet
CCD1482,2025-08-21,Bengaluru,CCD Beach Road,Brownie,Dessert,5,152,760,Wallet
CCD1483,2025-03-27,Delhi,CCD Mall,Cappuccino,Coffee,2,183,366,Wallet
CCD1484,2025-10-05,Bengaluru,CCD Mall,Espresso,Coffee,4,161,644,Cash
CCD1485,2025-01-04,Pune,CCD MG Road,Cappuccino,Coffee,5,171,855,UPI
CCD1486,2025-09-24,Pune,CCD Airport,Sandwich,Food,3,235,705,Wallet
CCD1487,2025-02-06,Pune,CCD Mall,Fries,Food,2,158,316,Cash
CCD1488,2025-03-04,Visakhapatnam,CCD Mall,Latte,Coffee,2,198,396,Card
CCD1489,2025-10-02,Hyderabad,CCD MG Road,Fries,Food,5,179,895,UPI
CCD1490,2025-06-27,Chennai,CCD Beach Road,Fries,Food,3,159,477,Card
CCD1491,2025-01-28,Bengaluru,CCD Mall,Espresso,Coffee,1,137,137,Wallet
CCD1492,2025-12-08,Hyderabad,CCD Mall,Tea,Beverage,4,140,560,Cash
CCD1493,2025-06-30,Chennai,CCD Beach Road,Tea,Beverage,4,112,448,UPI
CCD1494,2025-11-02,Hyderabad,CCD Airport,Mocha,Coffee,3,215,645,Cash
CCD1495,2025-02-08,Visakhapatnam,CCD Beach Road,Mocha,Coffee,1,202,202,Wallet
CCD1496,2025-06-22,Delhi,CCD Mall,Cold Coffee,Beverage,4,217,868,Card
CCD1497,2025-09-01,Hyderabad,CCD Mall,Espresso,Coffee,5,147,735,UPI
CCD1498,2025-02-14,Pune,CCD IT Park,Fries,Food,3,160,480,Wallet
CCD1499,2025-06-27,Hyderabad,CCD Airport,Brownie,Dessert,2,178,356,Cash
